Runtime,Computationaltime,Backtracks
0 days 00:00:05.597747,0 days 00:00:05.594052,0
0 days 00:00:05.601827,0 days 00:00:05.598052,0
0 days 00:00:05.605928,0 days 00:00:05.602157,0
0 days 00:00:05.609968,0 days 00:00:05.606249,0
0 days 00:00:05.614041,0 days 00:00:05.610340,0
0 days 00:00:05.618031,0 days 00:00:05.614335,0
0 days 00:00:05.621952,0 days 00:00:05.618372,0
0 days 00:00:05.625901,0 days 00:00:05.622258,0
0 days 00:00:05.630082,0 days 00:00:05.626253,0
0 days 00:00:05.634077,0 days 00:00:05.630408,0
0 days 00:00:05.638070,0 days 00:00:05.634428,0
0 days 00:00:05.642056,0 days 00:00:05.638381,0
0 days 00:00:05.645982,0 days 00:00:05.642369,0
0 days 00:00:05.649963,0 days 00:00:05.646284,0
0 days 00:00:05.654008,0 days 00:00:05.650279,0
0 days 00:00:05.658015,0 days 00:00:05.654324,0
0 days 00:00:05.663264,0 days 00:00:05.658459,0
0 days 00:00:05.667105,0 days 00:00:05.663577,0
0 days 00:00:05.671027,0 days 00:00:05.667415,0
0 days 00:00:05.675030,0 days 00:00:05.671326,0
0 days 00:00:05.678925,0 days 00:00:05.675330,0
0 days 00:00:05.682986,0 days 00:00:05.679259,0
0 days 00:00:05.686963,0 days 00:00:05.683292,0
0 days 00:00:05.690861,0 days 00:00:05.687262,0
0 days 00:00:05.694790,0 days 00:00:05.691162,0
0 days 00:00:05.698723,0 days 00:00:05.695134,0
0 days 00:00:05.702667,0 days 00:00:05.699057,0
0 days 00:00:05.706642,0 days 00:00:05.703016,0
0 days 00:00:05.710587,0 days 00:00:05.706974,0
0 days 00:00:05.714559,0 days 00:00:05.710886,0
0 days 00:00:05.718503,0 days 00:00:05.714905,0
0 days 00:00:05.722430,0 days 00:00:05.718847,0
0 days 00:00:05.726346,0 days 00:00:05.722748,0
0 days 00:00:05.730257,0 days 00:00:05.726672,0
0 days 00:00:05.734283,0 days 00:00:05.730625,0
0 days 00:00:05.738193,0 days 00:00:05.734603,0
0 days 00:00:05.742196,0 days 00:00:05.738493,0
0 days 00:00:05.746183,0 days 00:00:05.742507,0
0 days 00:00:05.750185,0 days 00:00:05.746498,0
0 days 00:00:05.754276,0 days 00:00:05.750534,0
0 days 00:00:05.758255,0 days 00:00:05.754574,0
0 days 00:00:05.762093,0 days 00:00:05.758555,0
0 days 00:00:05.765993,0 days 00:00:05.762404,0
0 days 00:00:05.769815,0 days 00:00:05.766286,0
0 days 00:00:05.773764,0 days 00:00:05.770123,0
0 days 00:00:05.777674,0 days 00:00:05.774049,0
0 days 00:00:05.781650,0 days 00:00:05.778015,0
0 days 00:00:05.785589,0 days 00:00:05.781941,0
0 days 00:00:05.789577,0 days 00:00:05.785878,0
