Runtime,Computationaltime,Backtracks
0 days 00:00:01.653645,0 days 00:00:01.649842,0
0 days 00:00:01.658149,0 days 00:00:01.654413,0
0 days 00:00:01.662996,0 days 00:00:01.659113,0
0 days 00:00:01.667686,0 days 00:00:01.663749,0
0 days 00:00:01.672313,0 days 00:00:01.668477,0
0 days 00:00:01.677166,0 days 00:00:01.673192,0
0 days 00:00:01.681635,0 days 00:00:01.677889,0
0 days 00:00:01.686288,0 days 00:00:01.682406,0
0 days 00:00:01.690885,0 days 00:00:01.687001,0
0 days 00:00:01.695466,0 days 00:00:01.691651,0
0 days 00:00:01.700066,0 days 00:00:01.696260,0
0 days 00:00:01.704705,0 days 00:00:01.700816,0
0 days 00:00:01.709336,0 days 00:00:01.705473,0
0 days 00:00:01.714101,0 days 00:00:01.710202,0
0 days 00:00:01.718680,0 days 00:00:01.714863,0
0 days 00:00:01.723307,0 days 00:00:01.719426,0
0 days 00:00:01.727852,0 days 00:00:01.724127,0
0 days 00:00:01.732507,0 days 00:00:01.728645,0
0 days 00:00:01.737232,0 days 00:00:01.733255,0
0 days 00:00:01.741677,0 days 00:00:01.737948,0
0 days 00:00:01.746647,0 days 00:00:01.742608,0
0 days 00:00:01.751343,0 days 00:00:01.747396,0
0 days 00:00:01.756081,0 days 00:00:01.752108,0
0 days 00:00:01.760743,0 days 00:00:01.756869,0
0 days 00:00:01.765672,0 days 00:00:01.761631,0
0 days 00:00:01.770354,0 days 00:00:01.766406,0
0 days 00:00:01.775049,0 days 00:00:01.771149,0
0 days 00:00:01.779724,0 days 00:00:01.775881,0
0 days 00:00:01.784413,0 days 00:00:01.780497,0
0 days 00:00:01.789105,0 days 00:00:01.785212,0
0 days 00:00:01.793743,0 days 00:00:01.789875,0
0 days 00:00:01.798417,0 days 00:00:01.794553,0
0 days 00:00:01.803088,0 days 00:00:01.799192,0
0 days 00:00:01.807703,0 days 00:00:01.803835,0
0 days 00:00:01.812464,0 days 00:00:01.808616,0
0 days 00:00:01.817011,0 days 00:00:01.813206,0
0 days 00:00:01.821536,0 days 00:00:01.817734,0
0 days 00:00:01.826252,0 days 00:00:01.822322,0
0 days 00:00:01.831541,0 days 00:00:01.827383,0
0 days 00:00:01.836101,0 days 00:00:01.832304,0
0 days 00:00:01.840704,0 days 00:00:01.836939,0
0 days 00:00:01.845316,0 days 00:00:01.841505,0
0 days 00:00:01.850041,0 days 00:00:01.846084,0
0 days 00:00:01.854838,0 days 00:00:01.850878,0
0 days 00:00:01.859472,0 days 00:00:01.855632,0
0 days 00:00:01.864211,0 days 00:00:01.860280,0
0 days 00:00:01.868720,0 days 00:00:01.864984,0
0 days 00:00:01.873521,0 days 00:00:01.869517,0
0 days 00:00:01.878115,0 days 00:00:01.874251,0
0 days 00:00:01.882813,0 days 00:00:01.878918,0
0 days 00:00:01.887575,0 days 00:00:01.883560,0
0 days 00:00:01.892212,0 days 00:00:01.888341,0
0 days 00:00:01.896918,0 days 00:00:01.893018,0
0 days 00:00:01.901572,0 days 00:00:01.897658,0
0 days 00:00:01.906222,0 days 00:00:01.902338,0
0 days 00:00:01.911039,0 days 00:00:01.907068,0
0 days 00:00:01.915761,0 days 00:00:01.911814,0
0 days 00:00:01.920414,0 days 00:00:01.916507,0
0 days 00:00:01.924967,0 days 00:00:01.921220,0
0 days 00:00:01.929689,0 days 00:00:01.925800,0
0 days 00:00:01.934322,0 days 00:00:01.930445,0
0 days 00:00:01.938884,0 days 00:00:01.935103,0
0 days 00:00:01.943902,0 days 00:00:01.939935,0
0 days 00:00:01.948510,0 days 00:00:01.944626,0
0 days 00:00:01.953036,0 days 00:00:01.949265,0
0 days 00:00:01.957607,0 days 00:00:01.953768,0
0 days 00:00:01.962875,0 days 00:00:01.958544,0
0 days 00:00:01.967555,0 days 00:00:01.963670,0
0 days 00:00:01.972142,0 days 00:00:01.968275,0
0 days 00:00:01.976930,0 days 00:00:01.973032,0
0 days 00:00:01.981644,0 days 00:00:01.977754,0
0 days 00:00:01.986328,0 days 00:00:01.982428,0
0 days 00:00:01.990795,0 days 00:00:01.987032,0
0 days 00:00:01.995563,0 days 00:00:01.991576,0
